order_var,value,url,scrape_date
1,Jewish fears as German support for Israel stirs anger,,2023-11-10 11:38:50
2,First-ever images prove 'lost echidna' not extinct,,2023-11-10 11:38:50
3,Home and Away star Johnny Ruffo dies aged 35,,2023-11-10 11:38:50
4,US veteran gets world's first eye transplant,,2023-11-10 11:38:50
5,Women in naked assault video ‘will not give up’,,2023-11-10 11:38:50
6,Stars hit red carpet at Hunger Games world premiere,,2023-11-10 11:38:50
7,De Niro's firm ordered to pay ex-assistant $1.2m,,2023-11-10 11:38:50
8,Israel officials accuse Gaza reporters of knowing about Hamas attack,,2023-11-10 11:38:50
9,Hunt refuses to back Braverman's protest claims,,2023-11-10 11:38:50
10,Australia offers climate refuge to Tuvalu citizens,,2023-11-10 11:38:50
