order_var,value,url,scrape_date
1,Why Indians are debating a 70-hour work week,,2023-11-01 13:28:15
2,BBC verifies attacks in Gaza 'safe' areas,,2023-11-01 13:28:15
3,"Perry was in a good place, Friends creator says",,2023-11-01 13:28:15
4,What China wants from Israel-Hamas war,,2023-11-01 13:28:15
5,WeWork reported to be filing for bankruptcy,,2023-11-01 13:28:15
6,Cornell student held over threats to Jewish classmates,,2023-11-01 13:28:15
7,"Sir Bobby Charlton died after fall, inquest hears",,2023-11-01 13:28:15
8,Bolivia severs diplomatic ties with Israel,,2023-11-01 13:28:15
9,"In one blast, Khalil Khader lost all his children",,2023-11-01 13:28:15
10,Elon Musk warns AI could lead to human extinction,,2023-11-01 13:28:15
