order_var,value,url,scrape_date
1,Maine mass shooting suspect found dead - police,,2023-10-28 04:19:58
2,Maine Democrat reverses course on weapons ban,,2023-10-28 04:19:58
3,Donald Trump and children to testify in fraud case,,2023-10-28 04:19:58
4,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-28 04:19:58
5,Governor's deaf interpreter among Maine attack dead,,2023-10-28 04:19:58
6,Gaza destruction shown in new satellite images,,2023-10-28 04:19:58
7,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 04:19:58
8,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-28 04:19:58
9,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-28 04:19:58
10,Israel angrily dismisses UN Gaza truce resolution,,2023-10-28 04:19:58
