order_var,value,url,scrape_date
1,Plane forced to return to airport after horse escapes,,2023-11-16 01:53:25
2,Top general locked away evidence of SAS executions,,2023-11-16 01:53:25
3,What we know about Israel's raid on Gaza's main hospital,,2023-11-16 01:53:25
4,Ai Weiwei exhibition called off over Israel post,,2023-11-16 01:53:25
5,Aniston leads final Friends' tribute to 'our Matty',,2023-11-16 01:53:25
6,Starbucks faces walkout at hundreds of US stores,,2023-11-16 01:53:25
7,Virginia mother of child who shot teacher sentenced,,2023-11-16 01:53:25
8,Xi arrives in US as his Chinese Dream sputters,,2023-11-16 01:53:25
9,Starmer suffers major rebellion over Gaza vote,,2023-11-16 01:53:25
10,Dutch election promises new era and shake-up in politics,,2023-11-16 01:53:25
