order_var,value,url,scrape_date
1,Top general locked away evidence of SAS executions,,2023-11-16 07:44:17
2,Iceland faces 'decades' of volcanic instability,,2023-11-16 07:44:17
3,Plane forced to return to airport after horse escapes,,2023-11-16 07:44:17
4,Netflix set to release final season of The Crown,,2023-11-16 07:44:17
5,US and China agree to resume military communications,,2023-11-16 07:44:17
6,Dutch election promises new era and shake-up in politics,,2023-11-16 07:44:17
7,Virginia mother of child who shot teacher sentenced,,2023-11-16 07:44:17
8,Four things we learned from the Biden-Xi meeting,,2023-11-16 07:44:17
9,"Canadian killed family to scare Muslims, jury hears",,2023-11-16 07:44:17
10,Biden says 'vermin' rhetoric by Trump echoes Nazis,,2023-11-16 07:44:17
