order_var,value,url,scrape_date
1,Israel sees 'sign of life' in Gaza hostage video,,2023-11-09 22:00:32
2,Spanish power deal with separatists sparks anger,,2023-11-09 22:00:32
3,A turning point in Myanmar as army suffers big losses,,2023-11-09 22:00:32
4,Star Wars C-3PO actor selling props and costumes,,2023-11-09 22:00:32
5,John Oliver ruffles feathers in New Zealand bird election,,2023-11-09 22:00:32
6,Funeral home owners arrested after 190 corpses found,,2023-11-09 22:00:32
7,Outrage in Ghana after 300-year-old tree felled,,2023-11-09 22:00:32
8,Luis Díaz's father freed by Colombian guerrillas,,2023-11-09 22:00:32
9,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 22:00:32
10,Haley calls Ramaswamy scum in angry debate tussle,,2023-11-09 22:00:32
