order,value,url,scrape_date,order_var
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:45:18Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:45:18Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:45:18Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:45:18Z,5
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:45:18Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:45:18Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:45:18Z,8
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:45:18Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:45:18Z,10
NA,Off-duty pilot accused of trying crash airline jet,NA,2023-10-23T18:50:20Z,1
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:50:20Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:50:20Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:50:20Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:50:20Z,5
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:50:20Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:50:20Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:50:20Z,8
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:50:20Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:50:20Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T18:55:22Z,1
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:55:22Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:55:22Z,3
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:55:22Z,4
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:55:22Z,5
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:55:22Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:55:22Z,7
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:55:22Z,8
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T18:55:22Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:55:22Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:00:24Z,1
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:00:24Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:00:24Z,3
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:00:24Z,4
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:00:24Z,5
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:00:24Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:00:24Z,7
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:00:24Z,8
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:00:24Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T19:00:24Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:05:26Z,1
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:05:26Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:05:26Z,3
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:05:26Z,4
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:05:26Z,5
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:05:26Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:05:26Z,7
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:05:26Z,8
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:05:26Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T19:05:26Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:10:29Z,1
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:10:29Z,2
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:10:29Z,3
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:10:29Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:10:29Z,5
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:10:29Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:10:29Z,7
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:10:29Z,8
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:10:29Z,9
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:10:29Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:15:31Z,1
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:15:31Z,2
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:15:31Z,3
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:15:31Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:15:31Z,5
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:15:31Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:15:31Z,7
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:15:31Z,8
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:15:31Z,9
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:15:31Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:20:33Z,1
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:20:33Z,2
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:20:33Z,3
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:20:33Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:20:33Z,5
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:20:33Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:20:33Z,7
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:20:33Z,8
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:20:33Z,9
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:20:33Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:25:35Z,1
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:25:35Z,2
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:25:35Z,3
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:25:35Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:25:35Z,5
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:25:35Z,6
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:25:35Z,7
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:25:35Z,8
NA,How far would US go to defend Israel?,NA,2023-10-23T19:25:35Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:25:35Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:30:37Z,1
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:30:37Z,2
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:30:37Z,3
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:30:37Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:30:37Z,5
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:30:37Z,6
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:30:37Z,7
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:30:37Z,8
NA,How far would US go to defend Israel?,NA,2023-10-23T19:30:37Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:30:37Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:35:39Z,1
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:35:39Z,2
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:35:39Z,3
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:35:39Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:35:39Z,5
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:35:39Z,6
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:35:39Z,7
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:35:39Z,8
NA,How far would US go to defend Israel?,NA,2023-10-23T19:35:39Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:35:39Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:40:42Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T19:40:42Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:40:42Z,3
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:40:42Z,4
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:40:42Z,5
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:40:42Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:40:42Z,7
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:40:42Z,8
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:40:42Z,9
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:40:42Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:45:44Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T19:45:44Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:45:44Z,3
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:45:44Z,4
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:45:44Z,5
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:45:44Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:45:44Z,7
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:45:44Z,8
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:45:44Z,9
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:45:44Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:50:46Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T19:50:46Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:50:46Z,3
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:50:46Z,4
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:50:46Z,5
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:50:46Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:50:46Z,7
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:50:46Z,8
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:50:46Z,9
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T19:50:46Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T19:55:48Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T19:55:48Z,2
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T19:55:48Z,3
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T19:55:48Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T19:55:48Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T19:55:48Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T19:55:48Z,7
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T19:55:48Z,8
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T19:55:48Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T19:55:48Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:00:50Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:00:50Z,2
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:00:50Z,3
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:00:50Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:00:50Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T20:00:50Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:00:50Z,7
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T20:00:50Z,8
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:00:50Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T20:00:50Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:05:52Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:05:52Z,2
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:05:52Z,3
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:05:52Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:05:52Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T20:05:52Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:05:52Z,7
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T20:05:52Z,8
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:05:52Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T20:05:52Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:10:54Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:10:54Z,2
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:10:54Z,3
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:10:54Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:10:54Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T20:10:54Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:10:54Z,7
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T20:10:54Z,8
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:10:54Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T20:10:54Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:15:57Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:15:57Z,2
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:15:57Z,3
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:15:57Z,4
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:15:57Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T20:15:57Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:15:57Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T20:15:57Z,8
NA,How far would US go to defend Israel?,NA,2023-10-23T20:15:57Z,9
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:15:57Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:20:59Z,1
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:20:59Z,2
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:20:59Z,3
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:20:59Z,4
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:20:59Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T20:20:59Z,6
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:20:59Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T20:20:59Z,8
NA,How far would US go to defend Israel?,NA,2023-10-23T20:20:59Z,9
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:20:59Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:26:01Z,1
NA,The Rock urges skin tone change to wax figure,NA,2023-10-23T20:26:01Z,2
NA,How far would US go to defend Israel?,NA,2023-10-23T20:26:01Z,3
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:26:01Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:26:01Z,5
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:26:01Z,6
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:26:01Z,7
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:26:01Z,8
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:26:01Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T20:26:01Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:31:03Z,1
NA,The Rock urges skin tone change to wax figure,NA,2023-10-23T20:31:03Z,2
NA,How far would US go to defend Israel?,NA,2023-10-23T20:31:03Z,3
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:31:03Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:31:03Z,5
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:31:03Z,6
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:31:03Z,7
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:31:03Z,8
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:31:03Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T20:31:03Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:36:05Z,1
NA,The Rock urges skin tone change to wax figure,NA,2023-10-23T20:36:05Z,2
NA,How far would US go to defend Israel?,NA,2023-10-23T20:36:05Z,3
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:36:05Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:36:05Z,5
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:36:05Z,6
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:36:05Z,7
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:36:05Z,8
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:36:05Z,9
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T20:36:05Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:41:07Z,1
NA,The Rock urges skin tone change to wax figure,NA,2023-10-23T20:41:07Z,2
NA,How far would US go to defend Israel?,NA,2023-10-23T20:41:07Z,3
NA,Israel screens unseen Hamas bodycam footage of attack,NA,2023-10-23T20:41:07Z,4
NA,Iceland's PM to strike over gender pay gap,NA,2023-10-23T20:41:07Z,5
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T20:41:07Z,6
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T20:41:07Z,7
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T20:41:07Z,8
NA,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",NA,2023-10-23T20:41:07Z,9
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T20:41:07Z,10
NA,Off-duty pilot accused of trying to crash airline jet,NA,2023-10-23T20:46:10Z,1
NA,The Rock urges skin tone change to wax figure,NA,2023-10-23T20:46:10Z,2
